timestamp,cpu_usage_percent,memory_usage_gb,storage_io_ops,network_bandwidth_mbps,energy_consumption_kwh,response_time_ms,throughput_req_sec,service_availability,hour_of_day,day_of_week,month,is_business_hours,is_weekend,region_id,region_name,base_carbon_intensity,renewable_energy_pct,effective_carbon_intensity,carbon_emissions_kg_co2
2024-01-02 00:00:00,39.65,24.36,220,13.66,0.4716,130.78,419.0,99.909,0,1,1,False,False,1,Northeast,0.35,0.2,0.28,0.132037
2024-01-02 01:00:00,77.93,35.04,134,28.48,0.5985,107.27,379.0,99.99,1,1,1,False,False,2,Southeast,0.65,0.07,0.6045,0.361782
2024-01-02 02:00:00,33.81,23.75,487,48.13,0.5308,115.87,436.0,99.922,2,1,1,False,False,5,West,0.25,0.4,0.15,0.079627
2024-01-02 03:00:00,55.75,35.44,454,12.34,0.6139,141.13,395.0,99.92,3,1,1,False,False,1,Northeast,0.35,0.2,0.28,0.171896
2024-01-02 04:00:00,69.3,37.8,316,26.35,0.6805,151.69,384.0,99.966,4,1,1,False,False,2,Southeast,0.65,0.07,0.6045,0.411383
2024-01-02 05:00:00,30.65,18.13,265,10.41,0.5133,122.05,425.0,99.733,5,1,1,False,False,3,Midwest,0.55,0.15,0.4675,0.239968
2024-01-02 06:00:00,29.95,24.64,788,48.38,0.4741,168.19,466.0,99.901,6,1,1,False,False,1,Northeast,0.35,0.2,0.28,0.132758
2024-01-02 07:00:00,55.68,27.85,734,22.8,0.5493,156.46,405.0,99.888,7,1,1,False,False,5,West,0.25,0.4,0.15,0.082394
2024-01-02 08:00:00,74.05,34.4,544,2.87,0.6111,140.87,329.0,99.802,8,1,1,False,False,4,Southwest,0.45,0.3,0.315,0.192512
2024-01-02 09:00:00,72.67,41.62,781,10.22,0.7479,169.21,329.0,99.874,9,1,1,True,False,5,West,0.25,0.4,0.15,0.11219
2024-01-02 10:00:00,73.62,40.01,695,45.18,0.653,158.88,383.0,100.01,10,1,1,True,False,4,Southwest,0.45,0.3,0.3055,0.199529
2024-01-02 11:00:00,78.55,37.64,461,6.31,0.6156,169.88,314.0,99.788,11,1,1,True,False,3,Midwest,0.55,0.15,0.4605,0.283464
2024-01-02 12:00:00,77.0,44.14,491,18.23,0.7334,169.64,324.0,99.8,12,1,1,True,False,1,Northeast,0.35,0.2,0.2744,0.20125
2024-01-02 13:00:00,83.23,36.95,236,22.52,0.6148,194.08,276.0,99.856,13,1,1,True,False,2,Southeast,0.65,0.07,0.6003,0.369032
2024-01-02 14:00:00,75.39,39.13,527,48.08,0.6626,140.08,351.0,99.943,14,1,1,True,False,5,West,0.25,0.4,0.144,0.095419
2024-01-02 15:00:00,82.16,45.11,615,13.97,0.6722,135.7,342.0,99.896,15,1,1,True,False,1,Northeast,0.35,0.2,0.2744,0.184438
2024-01-02 16:00:00,64.4,31.2,288,7.36,0.5598,141.35,392.0,99.895,16,1,1,True,False,1,Northeast,0.35,0.2,0.2744,0.153615
2024-01-02 17:00:00,57.2,34.8,82,1.0,0.6626,151.22,367.0,99.952,17,1,1,True,False,5,West,0.25,0.4,0.15,0.099392
2024-01-02 18:00:00,30.03,22.3,557,1.47,0.5313,124.17,418.0,100.007,18,1,1,False,False,4,Southwest,0.45,0.3,0.315,0.167355
2024-01-02 19:00:00,63.28,34.48,796,31.16,0.6857,176.73,362.0,100.008,19,1,1,False,False,4,Southwest,0.45,0.3,0.315,0.216002
2024-01-02 20:00:00,38.15,26.68,87,4.04,0.4856,141.31,437.0,99.974,20,1,1,False,False,1,Northeast,0.35,0.2,0.28,0.13596
2024-01-02 21:00:00,30.07,22.52,761,30.48,0.5462,137.95,484.0,99.847,21,1,1,False,False,4,Southwest,0.45,0.3,0.315,0.172039
2024-01-02 22:00:00,56.45,33.89,737,5.1,0.6434,166.46,402.0,99.816,22,1,1,False,False,3,Midwest,0.55,0.15,0.4675,0.300774
2024-01-02 23:00:00,64.28,34.25,723,2.05,0.6902,156.31,398.0,99.885,23,1,1,False,False,4,Southwest,0.45,0.3,0.315,0.217412
2024-01-03 00:00:00,57.26,22.92,75,1.0,0.5394,135.81,383.0,99.771,0,2,1,False,False,2,Southeast,0.65,0.07,0.6045,0.326084
2024-01-03 01:00:00,41.07,26.22,646,23.37,0.5272,174.65,407.0,99.823,1,2,1,False,False,5,West,0.25,0.4,0.15,0.079082
2024-01-03 02:00:00,59.84,33.31,451,3.62,0.6141,161.31,369.0,100.002,2,2,1,False,False,5,West,0.25,0.4,0.15,0.092122
2024-01-03 03:00:00,54.11,27.51,576,15.45,0.5332,138.67,384.0,99.896,3,2,1,False,False,1,Northeast,0.35,0.2,0.28,0.149282
2024-01-03 04:00:00,43.37,24.62,573,19.03,0.486,170.4,392.0,99.771,4,2,1,False,False,2,Southeast,0.65,0.07,0.6045,0.293806
2024-01-03 05:00:00,42.55,37.79,161,30.72,0.605,135.14,441.0,99.975,5,2,1,False,False,2,Southeast,0.65,0.07,0.6045,0.365751
2024-01-03 06:00:00,43.88,36.42,187,35.26,0.5689,164.17,433.0,99.906,6,2,1,False,False,2,Southeast,0.65,0.07,0.6045,0.343929
2024-01-03 07:00:00,62.09,38.11,158,22.24,0.6098,148.55,451.0,99.91,7,2,1,False,False,5,West,0.25,0.4,0.15,0.091475
2024-01-03 08:00:00,60.54,38.24,642,62.53,0.6175,167.16,411.0,99.918,8,2,1,False,False,3,Midwest,0.55,0.15,0.4675,0.288671
2024-01-03 09:00:00,65.0,37.48,154,1.37,0.709,146.19,393.0,99.854,9,2,1,True,False,5,West,0.25,0.4,0.15,0.106357
2024-01-03 10:00:00,86.91,48.38,774,15.56,0.7298,163.52,296.0,99.951,10,2,1,True,False,1,Northeast,0.35,0.2,0.2744,0.200263
2024-01-03 11:00:00,79.8,30.81,622,7.95,0.5779,168.46,390.0,99.936,11,2,1,True,False,2,Southeast,0.65,0.07,0.6003,0.346888
2024-01-03 12:00:00,79.05,45.51,292,9.05,0.6759,151.27,300.0,99.747,12,2,1,True,False,2,Southeast,0.65,0.07,0.6003,0.405697
2024-01-03 13:00:00,76.47,28.84,171,1.59,0.6209,180.91,329.0,100.017,13,2,1,True,False,1,Northeast,0.35,0.2,0.2744,0.170379
2024-01-03 14:00:00,72.98,35.57,585,23.17,0.6193,140.2,338.0,99.905,14,2,1,True,False,1,Northeast,0.35,0.2,0.2744,0.169922
2024-01-03 15:00:00,86.27,46.38,379,1.52,0.8032,208.85,284.0,99.789,15,2,1,True,False,5,West,0.25,0.4,0.144,0.115661
2024-01-03 16:00:00,91.49,48.99,66,38.6,0.8434,148.89,339.0,99.853,16,2,1,True,False,1,Northeast,0.35,0.2,0.2744,0.231425
2024-01-03 17:00:00,84.34,43.33,295,6.69,0.7793,134.28,340.0,99.968,17,2,1,True,False,2,Southeast,0.65,0.07,0.6045,0.471068
2024-01-03 18:00:00,45.84,32.96,99,9.04,0.5827,164.9,416.0,100.057,18,2,1,False,False,2,Southeast,0.65,0.07,0.6045,0.352262
2024-01-03 19:00:00,44.21,38.33,216,14.77,0.6303,153.11,396.0,99.771,19,2,1,False,False,1,Northeast,0.35,0.2,0.28,0.176471
2024-01-03 20:00:00,47.55,21.58,268,9.59,0.4643,118.37,437.0,99.669,20,2,1,False,False,5,West,0.25,0.4,0.15,0.069652
2024-01-03 21:00:00,18.02,19.05,627,3.59,0.4558,152.06,500.0,99.742,21,2,1,False,False,4,Southwest,0.45,0.3,0.315,0.143566
2024-01-03 22:00:00,64.38,32.16,689,15.33,0.5861,168.0,358.0,99.854,22,2,1,False,False,5,West,0.25,0.4,0.15,0.087921
2024-01-03 23:00:00,29.35,24.33,727,11.85,0.4916,127.85,440.0,100.136,23,2,1,False,False,3,Midwest,0.55,0.15,0.4675,0.229827
2024-01-04 00:00:00,41.24,24.1,652,21.09,0.5144,139.33,402.0,99.72,0,3,1,False,False,4,Southwest,0.45,0.3,0.315,0.162036
2024-01-04 01:00:00,47.07,31.38,335,11.65,0.6072,140.18,378.0,100.02,1,3,1,False,False,4,Southwest,0.45,0.3,0.315,0.191277
2024-01-04 02:00:00,50.79,34.67,588,12.42,0.5887,101.32,376.0,99.938,2,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.355855
2024-01-04 03:00:00,47.76,36.12,572,1.42,0.6226,154.53,390.0,99.942,3,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.376341
2024-01-04 04:00:00,52.36,25.86,501,8.45,0.5018,155.87,362.0,99.924,4,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.30335
2024-01-04 05:00:00,72.59,31.43,277,1.47,0.6165,157.07,369.0,100.028,5,3,1,False,False,5,West,0.25,0.4,0.15,0.092471
2024-01-04 06:00:00,41.96,33.22,670,1.0,0.6358,153.21,377.0,99.889,6,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.384317
2024-01-04 07:00:00,85.96,41.05,505,1.0,0.7778,138.82,278.0,99.942,7,3,1,False,False,4,Southwest,0.45,0.3,0.315,0.244996
2024-01-04 08:00:00,28.2,24.89,568,8.23,0.5443,146.29,407.0,99.829,8,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.329021
2024-01-04 09:00:00,67.9,45.03,598,51.34,0.7404,138.23,394.0,99.981,9,3,1,True,False,2,Southeast,0.65,0.07,0.6045,0.447579
2024-01-04 10:00:00,66.36,29.4,113,12.09,0.6476,155.08,392.0,99.813,10,3,1,True,False,4,Southwest,0.45,0.3,0.3055,0.19788
2024-01-04 11:00:00,66.31,39.29,755,1.75,0.7035,144.84,377.0,99.947,11,3,1,True,False,2,Southeast,0.65,0.07,0.6003,0.4223
2024-01-04 12:00:00,80.72,44.58,487,9.09,0.6721,152.89,353.0,99.963,12,3,1,True,False,1,Northeast,0.35,0.2,0.2744,0.184434
2024-01-04 13:00:00,78.6,45.51,463,25.33,0.6808,170.94,293.0,99.855,13,3,1,True,False,3,Midwest,0.55,0.15,0.4605,0.313518
2024-01-04 14:00:00,84.57,38.34,688,9.47,0.6831,190.44,328.0,99.901,14,3,1,True,False,4,Southwest,0.45,0.3,0.3055,0.208707
2024-01-04 15:00:00,75.29,36.68,317,40.07,0.614,176.57,414.0,99.817,15,3,1,True,False,5,West,0.25,0.4,0.144,0.08842
2024-01-04 16:00:00,74.9,36.25,184,16.03,0.6356,148.78,314.0,100.044,16,3,1,True,False,1,Northeast,0.35,0.2,0.2744,0.17442
2024-01-04 17:00:00,95.0,53.84,552,20.42,0.847,130.81,314.0,99.826,17,3,1,True,False,4,Southwest,0.45,0.3,0.315,0.266793
2024-01-04 18:00:00,50.61,38.22,681,3.05,0.6973,147.64,373.0,99.824,18,3,1,False,False,2,Southeast,0.65,0.07,0.6045,0.421509
2024-01-04 19:00:00,52.31,34.03,375,4.1,0.5552,125.68,414.0,99.87,19,3,1,False,False,4,Southwest,0.45,0.3,0.315,0.174894
2024-01-04 20:00:00,54.02,35.69,725,18.32,0.58,109.82,424.0,99.981,20,3,1,False,False,1,Northeast,0.35,0.2,0.28,0.162399
2024-01-04 21:00:00,76.99,40.74,180,34.69,0.6376,158.53,323.0,100.109,21,3,1,False,False,5,West,0.25,0.4,0.15,0.095644
2024-01-04 22:00:00,60.89,35.2,363,6.77,0.6105,142.22,370.0,99.825,22,3,1,False,False,4,Southwest,0.45,0.3,0.315,0.192317
2024-01-04 23:00:00,43.95,26.85,384,4.35,0.5878,133.66,447.0,99.88,23,3,1,False,False,3,Midwest,0.55,0.15,0.4675,0.274793
2024-01-05 00:00:00,35.2,30.66,656,59.57,0.5616,109.34,449.0,99.954,0,4,1,False,False,2,Southeast,0.65,0.07,0.6045,0.33948
2024-01-05 01:00:00,60.64,29.91,407,34.85,0.5742,158.08,408.0,99.879,1,4,1,False,False,4,Southwest,0.45,0.3,0.315,0.18087
2024-01-05 02:00:00,57.97,36.24,249,1.84,0.6808,145.63,390.0,99.966,2,4,1,False,False,4,Southwest,0.45,0.3,0.315,0.214447
2024-01-05 03:00:00,55.8,31.11,580,20.6,0.5866,148.89,361.0,99.875,3,4,1,False,False,2,Southeast,0.65,0.07,0.6045,0.354577
2024-01-05 04:00:00,52.07,28.86,261,72.41,0.542,114.0,436.0,99.877,4,4,1,False,False,3,Midwest,0.55,0.15,0.4675,0.253389
2024-01-05 05:00:00,49.58,25.57,381,10.57,0.5086,123.29,426.0,99.909,5,4,1,False,False,1,Northeast,0.35,0.2,0.28,0.142414
2024-01-05 06:00:00,71.43,37.48,196,14.27,0.6212,135.56,362.0,99.879,6,4,1,False,False,2,Southeast,0.65,0.07,0.6045,0.375492
2024-01-05 07:00:00,34.0,33.55,225,1.0,0.5667,124.19,467.0,99.763,7,4,1,False,False,1,Northeast,0.35,0.2,0.28,0.158676
2024-01-05 08:00:00,56.72,34.9,236,17.41,0.5923,158.06,375.0,99.834,8,4,1,False,False,1,Northeast,0.35,0.2,0.28,0.165855
2024-01-05 09:00:00,80.93,37.1,221,29.0,0.6538,119.7,374.0,100.184,9,4,1,True,False,5,West,0.25,0.4,0.15,0.098074
2024-01-05 10:00:00,76.53,37.23,756,1.61,0.7098,194.08,396.0,100.052,10,4,1,True,False,2,Southeast,0.65,0.07,0.6003,0.426071
2024-01-05 11:00:00,74.2,47.08,283,15.86,0.6753,144.8,381.0,99.933,11,4,1,True,False,1,Northeast,0.35,0.2,0.2744,0.185292
2024-01-05 12:00:00,61.16,29.54,350,1.39,0.5377,165.36,400.0,99.962,12,4,1,True,False,5,West,0.25,0.4,0.144,0.077422
2024-01-05 13:00:00,64.12,29.55,273,41.29,0.5748,147.71,403.0,99.857,13,4,1,True,False,4,Southwest,0.45,0.3,0.3055,0.175629
2024-01-05 14:00:00,63.64,36.7,613,28.39,0.6179,117.3,413.0,99.87,14,4,1,True,False,2,Southeast,0.65,0.07,0.6003,0.370894
2024-01-05 15:00:00,75.99,39.4,510,1.0,0.7269,134.78,348.0,99.976,15,4,1,True,False,4,Southwest,0.45,0.3,0.3055,0.22209
2024-01-05 16:00:00,63.28,39.15,216,1.0,0.6457,191.48,368.0,99.896,16,4,1,True,False,2,Southeast,0.65,0.07,0.6003,0.387615
2024-01-05 17:00:00,70.85,34.17,728,39.94,0.5841,143.75,379.0,99.969,17,4,1,True,False,1,Northeast,0.35,0.2,0.28,0.163545
2024-01-05 18:00:00,45.75,27.11,146,18.37,0.5913,139.11,407.0,99.794,18,4,1,False,False,5,West,0.25,0.4,0.15,0.088692
2024-01-05 19:00:00,56.31,33.02,750,1.45,0.659,117.7,384.0,99.913,19,4,1,False,False,3,Midwest,0.55,0.15,0.4675,0.30807
2024-01-05 20:00:00,65.99,26.28,304,22.66,0.5276,142.73,399.0,99.963,20,4,1,False,False,4,Southwest,0.45,0.3,0.315,0.166184
2024-01-05 21:00:00,69.42,32.92,308,10.55,0.6464,128.42,358.0,100.025,21,4,1,False,False,5,West,0.25,0.4,0.15,0.096965
2024-01-05 22:00:00,51.54,32.27,552,16.86,0.5766,145.42,423.0,99.922,22,4,1,False,False,5,West,0.25,0.4,0.15,0.086489
2024-01-05 23:00:00,45.26,28.18,671,11.73,0.5193,149.5,429.0,99.87,23,4,1,False,False,3,Midwest,0.55,0.15,0.4675,0.242794
2024-01-06 00:00:00,39.8,28.76,501,14.72,0.5568,128.38,442.0,99.886,0,5,1,False,True,4,Southwest,0.45,0.3,0.315,0.175388
2024-01-06 01:00:00,32.09,24.36,159,9.67,0.5572,111.98,410.0,99.811,1,5,1,False,True,3,Midwest,0.55,0.15,0.4675,0.260498
2024-01-06 02:00:00,54.59,33.52,245,9.93,0.6738,136.71,380.0,99.858,2,5,1,False,True,5,West,0.25,0.4,0.15,0.101066
2024-01-06 03:00:00,32.46,27.73,759,109.1,0.5885,111.01,426.0,99.901,3,5,1,False,True,1,Northeast,0.35,0.2,0.28,0.164785
2024-01-06 04:00:00,37.75,27.3,187,13.67,0.5924,110.38,414.0,99.902,4,5,1,False,True,3,Midwest,0.55,0.15,0.4675,0.276946
2024-01-06 05:00:00,43.95,23.56,788,1.0,0.5332,153.69,385.0,99.854,5,5,1,False,True,4,Southwest,0.45,0.3,0.315,0.167953
2024-01-06 06:00:00,23.27,16.4,647,18.6,0.4471,112.01,487.0,100.06,6,5,1,False,True,5,West,0.25,0.4,0.15,0.06706
2024-01-06 07:00:00,5.0,19.72,64,23.84,0.4752,134.38,468.0,99.928,7,5,1,False,True,5,West,0.25,0.4,0.15,0.07128
2024-01-06 08:00:00,38.85,20.97,392,35.67,0.4625,183.17,424.0,99.906,8,5,1,False,True,4,Southwest,0.45,0.3,0.315,0.145695
2024-01-06 09:00:00,46.88,32.87,718,41.18,0.574,145.16,440.0,99.983,9,5,1,False,True,1,Northeast,0.35,0.2,0.28,0.160712
2024-01-06 10:00:00,29.5,34.46,704,11.13,0.5814,158.09,385.0,99.823,10,5,1,False,True,1,Northeast,0.35,0.2,0.2744,0.159548
2024-01-06 11:00:00,44.39,34.64,423,38.82,0.6052,119.18,407.0,99.921,11,5,1,False,True,2,Southeast,0.65,0.07,0.6003,0.363254
2024-01-06 12:00:00,30.86,25.67,252,88.22,0.5408,114.53,431.0,99.774,12,5,1,False,True,2,Southeast,0.65,0.07,0.6003,0.324645
2024-01-06 13:00:00,52.95,36.67,588,34.08,0.6771,110.44,407.0,99.884,13,5,1,False,True,5,West,0.25,0.4,0.144,0.097505
2024-01-06 14:00:00,48.75,33.99,83,19.73,0.5823,117.28,363.0,99.964,14,5,1,False,True,3,Midwest,0.55,0.15,0.4605,0.26813
2024-01-06 15:00:00,26.13,26.27,272,15.86,0.4656,114.51,436.0,99.885,15,5,1,False,True,5,West,0.25,0.4,0.144,0.067053
2024-01-06 16:00:00,36.68,20.5,763,11.33,0.5307,157.2,443.0,99.881,16,5,1,False,True,3,Midwest,0.55,0.15,0.4605,0.244382
2024-01-06 17:00:00,44.48,35.81,645,6.89,0.6489,152.5,371.0,99.883,17,5,1,False,True,2,Southeast,0.65,0.07,0.6045,0.392265
2024-01-06 18:00:00,33.52,22.66,595,3.16,0.5504,150.58,414.0,99.865,18,5,1,False,True,3,Midwest,0.55,0.15,0.4675,0.257334
2024-01-06 19:00:00,31.57,20.79,123,1.0,0.5227,141.96,414.0,100.05,19,5,1,False,True,4,Southwest,0.45,0.3,0.315,0.164652
2024-01-06 20:00:00,33.39,24.55,685,13.15,0.5124,111.49,440.0,99.818,20,5,1,False,True,1,Northeast,0.35,0.2,0.28,0.143481
2024-01-06 21:00:00,40.41,31.08,306,37.72,0.5671,113.13,444.0,99.694,21,5,1,False,True,2,Southeast,0.65,0.07,0.6045,0.342806
2024-01-06 22:00:00,41.43,27.84,635,3.64,0.5443,139.64,409.0,100.138,22,5,1,False,True,1,Northeast,0.35,0.2,0.28,0.152402
2024-01-06 23:00:00,33.36,19.76,137,56.62,0.5177,136.8,415.0,99.873,23,5,1,False,True,1,Northeast,0.35,0.2,0.28,0.144958
2024-01-07 00:00:00,89.51,45.82,82,25.4,0.756,160.36,309.0,99.687,0,6,1,False,True,5,West,0.25,0.4,0.15,0.113401
2024-01-07 01:00:00,63.99,42.56,78,13.43,0.7034,123.03,382.0,99.774,1,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.328858
2024-01-07 02:00:00,48.87,29.21,494,14.2,0.5283,165.57,387.0,100.028,2,6,1,False,True,1,Northeast,0.35,0.2,0.28,0.147937
2024-01-07 03:00:00,39.14,35.31,120,24.91,0.6605,166.26,391.0,100.096,3,6,1,False,True,4,Southwest,0.45,0.3,0.315,0.208063
2024-01-07 04:00:00,55.64,32.21,113,1.0,0.6512,140.93,405.0,99.861,4,6,1,False,True,5,West,0.25,0.4,0.15,0.097673
2024-01-07 05:00:00,20.0,16.52,606,14.89,0.4108,79.89,476.0,100.084,5,6,1,False,True,5,West,0.25,0.4,0.15,0.061618
2024-01-07 06:00:00,48.51,27.17,594,2.36,0.5622,155.03,395.0,100.045,6,6,1,False,True,2,Southeast,0.65,0.07,0.6045,0.339849
2024-01-07 07:00:00,38.27,33.48,588,2.4,0.541,126.57,444.0,99.846,7,6,1,False,True,2,Southeast,0.65,0.07,0.6045,0.327032
2024-01-07 08:00:00,29.81,19.44,711,8.37,0.4272,133.05,435.0,99.771,8,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.199719
2024-01-07 09:00:00,52.41,32.77,105,21.09,0.6411,174.04,407.0,99.944,9,6,1,False,True,5,West,0.25,0.4,0.15,0.096165
2024-01-07 10:00:00,65.98,31.7,126,2.69,0.5715,145.19,389.0,99.735,10,6,1,False,True,2,Southeast,0.65,0.07,0.6003,0.343039
2024-01-07 11:00:00,28.99,21.63,436,8.12,0.4502,148.99,447.0,99.696,11,6,1,False,True,5,West,0.25,0.4,0.144,0.06483
2024-01-07 12:00:00,56.0,32.42,200,1.0,0.5874,127.44,379.0,99.746,12,6,1,False,True,2,Southeast,0.65,0.07,0.6003,0.352622
2024-01-07 13:00:00,42.75,30.5,748,26.27,0.5787,154.22,410.0,99.955,13,6,1,False,True,2,Southeast,0.65,0.07,0.6003,0.347348
2024-01-07 14:00:00,57.09,30.06,614,25.73,0.6011,191.3,368.0,99.775,14,6,1,False,True,5,West,0.25,0.4,0.144,0.086553
2024-01-07 15:00:00,28.54,24.2,733,4.98,0.4666,159.61,418.0,99.821,15,6,1,False,True,2,Southeast,0.65,0.07,0.6003,0.280078
2024-01-07 16:00:00,37.94,24.81,613,29.49,0.5069,152.95,471.0,99.824,16,6,1,False,True,4,Southwest,0.45,0.3,0.3055,0.154889
2024-01-07 17:00:00,28.94,27.83,646,23.99,0.4804,140.77,392.0,99.869,17,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.22458
2024-01-07 18:00:00,40.09,35.18,312,2.17,0.6161,97.09,421.0,99.766,18,6,1,False,True,5,West,0.25,0.4,0.15,0.092408
2024-01-07 19:00:00,23.59,24.53,723,5.96,0.49,99.57,461.0,99.863,19,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.229096
2024-01-07 20:00:00,46.92,31.69,123,6.46,0.6412,138.25,443.0,99.95,20,6,1,False,True,4,Southwest,0.45,0.3,0.315,0.201992
2024-01-07 21:00:00,30.36,27.96,171,17.27,0.5798,110.5,431.0,99.848,21,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.27106
2024-01-07 22:00:00,32.43,21.55,425,9.32,0.4767,128.09,415.0,99.823,22,6,1,False,True,3,Midwest,0.55,0.15,0.4675,0.222866
2024-01-07 23:00:00,42.88,33.28,738,14.1,0.6316,170.52,402.0,99.9,23,6,1,False,True,1,Northeast,0.35,0.2,0.28,0.176859
2024-01-08 00:00:00,54.32,33.58,621,21.33,0.611,166.94,362.0,99.897,0,0,1,False,False,3,Midwest,0.55,0.15,0.4675,0.285656
2024-01-08 01:00:00,33.75,22.9,147,33.68,0.4631,163.67,448.0,99.823,1,0,1,False,False,4,Southwest,0.45,0.3,0.315,0.145888
2024-01-08 02:00:00,25.06,14.29,336,2.6,0.4721,104.59,454.0,99.957,2,0,1,False,False,4,Southwest,0.45,0.3,0.315,0.148697
2024-01-08 03:00:00,38.67,34.07,100,1.81,0.626,178.2,437.0,100.134,3,0,1,False,False,3,Midwest,0.55,0.15,0.4675,0.292665
2024-01-08 04:00:00,44.83,29.49,651,22.86,0.565,97.65,421.0,99.979,4,0,1,False,False,2,Southeast,0.65,0.07,0.6045,0.341549
2024-01-08 05:00:00,62.57,32.06,694,26.86,0.6115,154.97,389.0,99.862,5,0,1,False,False,5,West,0.25,0.4,0.15,0.09172
2024-01-08 06:00:00,44.07,21.81,168,11.95,0.4659,121.35,343.0,99.741,6,0,1,False,False,2,Southeast,0.65,0.07,0.6045,0.281629
2024-01-08 07:00:00,68.23,37.36,721,10.93,0.5953,132.08,399.0,99.978,7,0,1,False,False,3,Midwest,0.55,0.15,0.4675,0.278301
